測試次數,期間,訊號,樣本數,Y1(報酬率),Y2(波動率),Y3(夏普)
第 266 次,2015-2019,X2,153483,-0.335318,0.546054,-0.6141
第 266 次,2015-2019,X3,45297,-0.441966,0.557955,-0.7921
第 266 次,2020-2026,X1,588418,-0.443904,0.569472,-0.7795
第 266 次,2020-2026,X2,287517,-0.305981,0.510869,-0.5989
第 266 次,2020-2026,X3,92318,-0.369772,0.511894,-0.7224
第 267 次,2015-2019,X1,300874,-0.524453,0.614369,-0.8536
第 267 次,2015-2019,X2,152443,-0.335238,0.546663,-0.6132
第 267 次,2015-2019,X3,44861,-0.439716,0.555553,-0.7915
第 267 次,2020-2026,X1,587089,-0.443727,0.570234,-0.7781
第 267 次,2020-2026,X2,288055,-0.306022,0.511927,-0.5978
第 267 次,2020-2026,X3,92712,-0.370691,0.510011,-0.7268
第 268 次,2015-2019,X1,300402,-0.525797,0.614872,-0.8551
第 268 次,2015-2019,X2,152881,-0.335742,0.547005,-0.6138
第 268 次,2015-2019,X3,45030,-0.443081,0.558411,-0.7935
第 268 次,2020-2026,X1,587139,-0.444718,0.568935,-0.7817
第 268 次,2020-2026,X2,288402,-0.306579,0.512065,-0.5987
第 268 次,2020-2026,X3,92562,-0.371816,0.511191,-0.7274
第 269 次,2015-2019,X1,300059,-0.525727,0.613985,-0.8563
第 269 次,2015-2019,X2,152864,-0.336481,0.545094,-0.6173
第 269 次,2015-2019,X3,44774,-0.437462,0.550639,-0.7945
第 269 次,2020-2026,X1,587698,-0.444959,0.571512,-0.7786
第 269 次,2020-2026,X2,288589,-0.305386,0.511098,-0.5975
第 269 次,2020-2026,X3,92847,-0.371518,0.510723,-0.7274
第 270 次,2015-2019,X1,300440,-0.525848,0.613416,-0.8572
第 270 次,2015-2019,X2,152641,-0.335824,0.545873,-0.6152
第 270 次,2015-2019,X3,45285,-0.441313,0.559964,-0.7881
第 270 次,2020-2026,X1,589171,-0.443848,0.570164,-0.7785
第 270 次,2020-2026,X2,288481,-0.306005,0.510303,-0.5997
第 270 次,2020-2026,X3,92704,-0.371597,0.515400,-0.7210
第 271 次,2015-2019,X1,300185,-0.527388,0.614524,-0.8582
第 271 次,2015-2019,X2,152789,-0.335885,0.544750,-0.6166
第 271 次,2015-2019,X3,45026,-0.442412,0.555687,-0.7962
第 271 次,2020-2026,X1,588414,-0.444223,0.569937,-0.7794
第 271 次,2020-2026,X2,287919,-0.306981,0.511864,-0.5997
第 271 次,2020-2026,X3,92922,-0.368640,0.512642,-0.7191
第 272 次,2015-2019,X1,300249,-0.528454,0.616370,-0.8574
第 272 次,2015-2019,X2,152643,-0.336257,0.546385,-0.6154
第 272 次,2015-2019,X3,45099,-0.438908,0.552370,-0.7946
第 272 次,2020-2026,X1,587697,-0.444862,0.569935,-0.7805
第 272 次,2020-2026,X2,288411,-0.307368,0.512648,-0.5996
第 272 次,2020-2026,X3,92837,-0.369826,0.512373,-0.7218
第 273 次,2015-2019,X1,300153,-0.527740,0.615986,-0.8567
第 273 次,2015-2019,X2,152619,-0.335417,0.545980,-0.6143
第 273 次,2015-2019,X3,45266,-0.446642,0.559141,-0.7988
第 273 次,2020-2026,X1,586781,-0.444096,0.569649,-0.7796
第 273 次,2020-2026,X2,288529,-0.306115,0.511309,-0.5987
第 273 次,2020-2026,X3,92946,-0.370955,0.511527,-0.7252
第 274 次,2015-2019,X1,300841,-0.526238,0.615193,-0.8554
第 274 次,2015-2019,X2,152809,-0.337328,0.546503,-0.6172
第 274 次,2015-2019,X3,45027,-0.441408,0.558190,-0.7908
第 274 次,2020-2026,X1,586258,-0.444531,0.570399,-0.7793
第 274 次,2020-2026,X2,288358,-0.307452,0.512241,-0.6002
第 274 次,2020-2026,X3,92682,-0.369910,0.510506,-0.7246
第 275 次,2015-2019,X1,300954,-0.526327,0.614654,-0.8563
第 275 次,2015-2019,X2,152444,-0.336250,0.548138,-0.6134
第 275 次,2015-2019,X3,44762,-0.436955,0.549809,-0.7947
第 275 次,2020-2026,X1,587197,-0.445913,0.569609,-0.7828
第 275 次,2020-2026,X2,288215,-0.305466,0.510816,-0.5980
第 275 次,2020-2026,X3,92989,-0.374185,0.516527,-0.7244
第 276 次,2015-2019,X1,299977,-0.525089,0.615675,-0.8529
第 276 次,2015-2019,X2,152418,-0.335764,0.546010,-0.6149
第 276 次,2015-2019,X3,44780,-0.442337,0.556406,-0.7950
第 276 次,2020-2026,X1,587635,-0.445173,0.570230,-0.7807
第 276 次,2020-2026,X2,287656,-0.306240,0.512176,-0.5979
第 276 次,2020-2026,X3,92203,-0.370138,0.513241,-0.7212
第 277 次,2015-2019,X1,300753,-0.526786,0.615385,-0.8560
第 277 次,2015-2019,X2,152893,-0.334395,0.545307,-0.6132
第 277 次,2015-2019,X3,45141,-0.442803,0.555458,-0.7972
第 277 次,2020-2026,X1,587934,-0.444319,0.570099,-0.7794
第 277 次,2020-2026,X2,287862,-0.307554,0.512180,-0.6005
第 277 次,2020-2026,X3,92202,-0.371152,0.511384,-0.7258
第 278 次,2015-2019,X1,300209,-0.526524,0.613709,-0.8579
第 278 次,2015-2019,X2,153059,-0.336281,0.547418,-0.6143
第 278 次,2015-2019,X3,45291,-0.441946,0.559631,-0.7897
第 278 次,2020-2026,X1,588000,-0.444199,0.569626,-0.7798
第 278 次,2020-2026,X2,288321,-0.309005,0.513954,-0.6012
第 278 次,2020-2026,X3,92746,-0.369147,0.510380,-0.7233
第 279 次,2015-2019,X1,300486,-0.527673,0.616509,-0.8559
第 279 次,2015-2019,X2,152687,-0.338447,0.547730,-0.6179
第 279 次,2015-2019,X3,44839,-0.441699,0.555780,-0.7947
第 279 次,2020-2026,X1,587330,-0.444203,0.569347,-0.7802
第 279 次,2020-2026,X2,287522,-0.307121,0.512697,-0.5990
第 279 次,2020-2026,X3,92479,-0.370480,0.514543,-0.7200
第 280 次,2015-2019,X1,300304,-0.526102,0.615080,-0.8553
第 280 次,2015-2019,X2,152950,-0.338650,0.547801,-0.6182
第 280 次,2015-2019,X3,45220,-0.445537,0.559458,-0.7964
第 280 次,2020-2026,X1,588111,-0.444023,0.569440,-0.7798
第 280 次,2020-2026,X2,288159,-0.306364,0.510329,-0.6003
第 280 次,2020-2026,X3,93069,-0.367510,0.510279,-0.7202
第 281 次,2015-2019,X1,300120,-0.526483,0.614361,-0.8570
第 281 次,2015-2019,X2,152742,-0.337059,0.547919,-0.6152
第 281 次,2015-2019,X3,45248,-0.439887,0.555679,-0.7916
第 281 次,2020-2026,X1,587474,-0.444766,0.568915,-0.7818
第 281 次,2020-2026,X2,288405,-0.306212,0.512269,-0.5978
第 281 次,2020-2026,X3,92907,-0.371001,0.510330,-0.7270
第 282 次,2015-2019,X1,300036,-0.525850,0.613664,-0.8569
第 282 次,2015-2019,X2,152076,-0.337851,0.548154,-0.6163
第 282 次,2015-2019,X3,44789,-0.441605,0.555553,-0.7949
第 282 次,2020-2026,X1,587159,-0.443894,0.570126,-0.7786
第 282 次,2020-2026,X2,289117,-0.306098,0.512013,-0.5978
第 282 次,2020-2026,X3,93038,-0.372045,0.512734,-0.7256
第 283 次,2015-2019,X1,300848,-0.526359,0.615762,-0.8548
第 283 次,2015-2019,X2,152805,-0.335482,0.548716,-0.6114
第 283 次,2015-2019,X3,45181,-0.441249,0.557528,-0.7914
第 283 次,2020-2026,X1,586729,-0.444593,0.569853,-0.7802
第 283 次,2020-2026,X2,288080,-0.306573,0.513234,-0.5973
第 283 次,2020-2026,X3,92767,-0.370017,0.511886,-0.7228
第 284 次,2015-2019,X1,299821,-0.524976,0.615218,-0.8533
第 284 次,2015-2019,X2,152511,-0.333892,0.545050,-0.6126
第 284 次,2015-2019,X3,45332,-0.441660,0.553524,-0.7979
第 284 次,2020-2026,X1,587917,-0.443999,0.568803,-0.7806
第 284 次,2020-2026,X2,288264,-0.305797,0.511236,-0.5982
第 284 次,2020-2026,X3,92262,-0.370429,0.510817,-0.7252
第 285 次,2015-2019,X1,301019,-0.524134,0.612911,-0.8552
第 285 次,2015-2019,X2,153096,-0.337732,0.547311,-0.6171
第 285 次,2015-2019,X3,45019,-0.443830,0.558311,-0.7950
第 285 次,2020-2026,X1,587419,-0.444132,0.569717,-0.7796
第 285 次,2020-2026,X2,288023,-0.306786,0.509756,-0.6018
第 285 次,2020-2026,X3,92938,-0.372301,0.510551,-0.7292
第 286 次,2015-2019,X1,300176,-0.525091,0.613918,-0.8553
第 286 次,2015-2019,X2,152274,-0.337780,0.549625,-0.6146
第 286 次,2015-2019,X3,44841,-0.444326,0.556009,-0.7991
第 286 次,2020-2026,X1,588090,-0.443795,0.569538,-0.7792
第 286 次,2020-2026,X2,288665,-0.306457,0.512505,-0.5980
第 286 次,2020-2026,X3,92874,-0.369656,0.512108,-0.7218
第 287 次,2015-2019,X1,300646,-0.526620,0.615281,-0.8559
第 287 次,2015-2019,X2,153202,-0.334934,0.545476,-0.6140
第 287 次,2015-2019,X3,45130,-0.441328,0.556980,-0.7924
第 287 次,2020-2026,X1,587569,-0.444426,0.568367,-0.7819
第 287 次,2020-2026,X2,288049,-0.306584,0.512569,-0.5981
第 287 次,2020-2026,X3,92560,-0.369446,0.508619,-0.7264
第 288 次,2015-2019,X1,300765,-0.525217,0.613988,-0.8554
第 288 次,2015-2019,X2,152953,-0.337537,0.547291,-0.6167
第 288 次,2015-2019,X3,45125,-0.443109,0.558215,-0.7938
第 288 次,2020-2026,X1,588431,-0.444047,0.568824,-0.7806
第 288 次,2020-2026,X2,289153,-0.304568,0.510332,-0.5968
第 288 次,2020-2026,X3,92701,-0.369542,0.510411,-0.7240
第 289 次,2015-2019,X1,300409,-0.526150,0.614996,-0.8555
第 289 次,2015-2019,X2,152454,-0.336644,0.544678,-0.6181
第 289 次,2015-2019,X3,44782,-0.436306,0.553392,-0.7884
第 289 次,2020-2026,X1,588281,-0.442968,0.569045,-0.7784
第 289 次,2020-2026,X2,287887,-0.306335,0.512881,-0.5973
第 289 次,2020-2026,X3,92305,-0.368560,0.511903,-0.7200
第 290 次,2015-2019,X1,300658,-0.525243,0.613738,-0.8558
第 290 次,2015-2019,X2,153247,-0.335213,0.545569,-0.6144
第 290 次,2015-2019,X3,45054,-0.438786,0.552870,-0.7937
第 290 次,2020-2026,X1,587290,-0.444316,0.569629,-0.7800
第 290 次,2020-2026,X2,287999,-0.307614,0.513032,-0.5996
第 290 次,2020-2026,X3,92484,-0.371834,0.511527,-0.7269
第 291 次,2015-2019,X1,300910,-0.526081,0.614760,-0.8557
第 291 次,2015-2019,X2,153323,-0.338401,0.547885,-0.6177
第 291 次,2015-2019,X3,45339,-0.437170,0.556177,-0.7860
第 291 次,2020-2026,X1,586686,-0.445383,0.570098,-0.7812
第 291 次,2020-2026,X2,288154,-0.306096,0.510980,-0.5990
第 291 次,2020-2026,X3,93209,-0.370600,0.509303,-0.7277
第 292 次,2015-2019,X1,300537,-0.525398,0.614333,-0.8552
第 292 次,2015-2019,X2,152899,-0.336571,0.546031,-0.6164
第 292 次,2015-2019,X3,45023,-0.442013,0.553654,-0.7984
第 292 次,2020-2026,X1,587007,-0.444139,0.569433,-0.7800
第 292 次,2020-2026,X2,287967,-0.305242,0.512304,-0.5958
第 292 次,2020-2026,X3,92505,-0.371660,0.512637,-0.7250
第 293 次,2015-2019,X1,300493,-0.525610,0.613802,-0.8563
第 293 次,2015-2019,X2,152974,-0.337059,0.548587,-0.6144
第 293 次,2015-2019,X3,45073,-0.438558,0.555833,-0.7890
第 293 次,2020-2026,X1,587827,-0.445101,0.570531,-0.7802
第 293 次,2020-2026,X2,287978,-0.307132,0.511581,-0.6004
第 293 次,2020-2026,X3,92977,-0.368530,0.510096,-0.7225
第 294 次,2015-2019,X1,300811,-0.526522,0.613886,-0.8577
第 294 次,2015-2019,X2,152735,-0.337771,0.549462,-0.6147
第 294 次,2015-2019,X3,45188,-0.442936,0.561508,-0.7888
第 294 次,2020-2026,X1,588296,-0.444079,0.570256,-0.7787
第 294 次,2020-2026,X2,288058,-0.304989,0.509295,-0.5988
第 294 次,2020-2026,X3,92291,-0.371305,0.512876,-0.7240
第 295 次,2015-2019,X1,300835,-0.525146,0.613481,-0.8560
第 295 次,2015-2019,X2,152760,-0.336713,0.545517,-0.6172
第 295 次,2015-2019,X3,44882,-0.442096,0.557251,-0.7934
第 295 次,2020-2026,X1,588207,-0.444138,0.570032,-0.7791
第 295 次,2020-2026,X2,288608,-0.305629,0.512016,-0.5969
第 295 次,2020-2026,X3,92951,-0.370692,0.513136,-0.7224
第 296 次,2015-2019,X1,300259,-0.525616,0.614565,-0.8553
第 296 次,2015-2019,X2,152930,-0.335671,0.546394,-0.6143
第 296 次,2015-2019,X3,45072,-0.444035,0.558179,-0.7955
第 296 次,2020-2026,X1,587366,-0.445470,0.570632,-0.7807
第 296 次,2020-2026,X2,288117,-0.306805,0.511412,-0.5999
第 296 次,2020-2026,X3,92395,-0.371670,0.510520,-0.7280
第 297 次,2015-2019,X1,300445,-0.526011,0.613518,-0.8574
第 297 次,2015-2019,X2,153047,-0.335900,0.548851,-0.6120
第 297 次,2015-2019,X3,45033,-0.447651,0.559437,-0.8002
第 297 次,2020-2026,X1,588146,-0.443786,0.569013,-0.7799
第 297 次,2020-2026,X2,287858,-0.306459,0.512562,-0.5979
第 297 次,2020-2026,X3,92714,-0.371374,0.513253,-0.7236
第 298 次,2015-2019,X1,300377,-0.525160,0.615473,-0.8533
第 298 次,2015-2019,X2,152573,-0.339924,0.548584,-0.6196
第 298 次,2015-2019,X3,44903,-0.440274,0.552774,-0.7965
第 298 次,2020-2026,X1,587986,-0.445416,0.570224,-0.7811
第 298 次,2020-2026,X2,288704,-0.306533,0.512494,-0.5981
第 298 次,2020-2026,X3,92885,-0.372776,0.513837,-0.7255
第 299 次,2015-2019,X1,300295,-0.524780,0.612934,-0.8562
第 299 次,2015-2019,X2,153100,-0.333566,0.547333,-0.6094
第 299 次,2015-2019,X3,45064,-0.440204,0.555275,-0.7928
第 299 次,2020-2026,X1,587352,-0.444375,0.570035,-0.7796
第 299 次,2020-2026,X2,288617,-0.305859,0.510124,-0.5996
第 299 次,2020-2026,X3,92336,-0.370649,0.512503,-0.7232
第 300 次,2015-2019,X1,300131,-0.525630,0.614886,-0.8548
第 300 次,2015-2019,X2,152484,-0.336746,0.546378,-0.6163
第 300 次,2015-2019,X3,45192,-0.445472,0.559435,-0.7963
第 300 次,2020-2026,X1,587803,-0.444166,0.569545,-0.7799
第 300 次,2020-2026,X2,289024,-0.305624,0.510739,-0.5984
第 300 次,2020-2026,X3,92529,-0.368538,0.510223,-0.7223
第 301 次,2015-2019,X1,300614,-0.527117,0.614380,-0.8580
第 301 次,2015-2019,X2,152405,-0.335751,0.546927,-0.6139
第 301 次,2015-2019,X3,45086,-0.445257,0.559180,-0.7963
第 301 次,2020-2026,X1,588066,-0.443578,0.568444,-0.7803
第 301 次,2020-2026,X2,288117,-0.306210,0.511261,-0.5989
第 301 次,2020-2026,X3,92402,-0.368517,0.512808,-0.7186
第 302 次,2015-2019,X1,300608,-0.525376,0.614398,-0.8551
第 302 次,2015-2019,X2,153027,-0.336245,0.546822,-0.6149
第 302 次,2015-2019,X3,45030,-0.443381,0.555653,-0.7979
第 302 次,2020-2026,X1,587682,-0.445729,0.571293,-0.7802
第 302 次,2020-2026,X2,288735,-0.306867,0.510586,-0.6010
第 302 次,2020-2026,X3,92450,-0.371550,0.513337,-0.7238
第 303 次,2015-2019,X1,300956,-0.525154,0.614193,-0.8550
第 303 次,2015-2019,X2,152068,-0.336075,0.548190,-0.6131
第 303 次,2015-2019,X3,44900,-0.440446,0.556282,-0.7918
第 303 次,2020-2026,X1,587327,-0.445305,0.569973,-0.7813
第 303 次,2020-2026,X2,287924,-0.305582,0.510564,-0.5985
第 303 次,2020-2026,X3,92681,-0.371753,0.512743,-0.7250
第 304 次,2015-2019,X1,300237,-0.526130,0.614191,-0.8566
第 304 次,2015-2019,X2,153176,-0.337092,0.547262,-0.6160
第 304 次,2015-2019,X3,45088,-0.439348,0.557645,-0.7879
第 304 次,2020-2026,X1,586904,-0.444085,0.568903,-0.7806
第 304 次,2020-2026,X2,288208,-0.306593,0.511414,-0.5995
第 304 次,2020-2026,X3,92349,-0.370933,0.513394,-0.7225
第 305 次,2015-2019,X1,300962,-0.525904,0.613357,-0.8574
第 305 次,2015-2019,X2,152761,-0.336314,0.546607,-0.6153
第 305 次,2015-2019,X3,44801,-0.445948,0.558389,-0.7986
第 305 次,2020-2026,X1,587799,-0.444729,0.568795,-0.7819
第 305 次,2020-2026,X2,288180,-0.306436,0.511831,-0.5987
第 305 次,2020-2026,X3,92099,-0.368441,0.509461,-0.7232
第 306 次,2015-2019,X1,300618,-0.523555,0.612653,-0.8546
第 306 次,2015-2019,X2,153311,-0.337320,0.545448,-0.6184
第 306 次,2015-2019,X3,45303,-0.441127,0.555610,-0.7940
第 306 次,2020-2026,X1,586867,-0.445463,0.570533,-0.7808
第 306 次,2020-2026,X2,287671,-0.307394,0.512152,-0.6002
第 306 次,2020-2026,X3,92456,-0.369084,0.511661,-0.7213
第 307 次,2015-2019,X1,300577,-0.525971,0.616151,-0.8536
第 307 次,2015-2019,X2,153029,-0.336365,0.545821,-0.6163
第 307 次,2015-2019,X3,45350,-0.436061,0.555730,-0.7847
第 307 次,2020-2026,X1,588284,-0.444244,0.569316,-0.7803
第 307 次,2020-2026,X2,287577,-0.305507,0.510983,-0.5979
第 307 次,2020-2026,X3,92508,-0.370511,0.515812,-0.7183
第 308 次,2015-2019,X1,300536,-0.524996,0.614633,-0.8542
第 308 次,2015-2019,X2,153345,-0.336450,0.547444,-0.6146
第 308 次,2015-2019,X3,45299,-0.439677,0.552958,-0.7951
第 308 次,2020-2026,X1,587997,-0.443986,0.570218,-0.7786
第 308 次,2020-2026,X2,287704,-0.306090,0.511084,-0.5989
第 308 次,2020-2026,X3,92610,-0.367575,0.511657,-0.7184
第 309 次,2015-2019,X1,300738,-0.526568,0.614292,-0.8572
第 309 次,2015-2019,X2,152125,-0.335261,0.545779,-0.6143
第 309 次,2015-2019,X3,45069,-0.440211,0.555464,-0.7925
第 309 次,2020-2026,X1,588256,-0.444062,0.569782,-0.7794
第 309 次,2020-2026,X2,288356,-0.306049,0.511328,-0.5985
第 309 次,2020-2026,X3,92844,-0.368534,0.510678,-0.7217
第 310 次,2015-2019,X1,299633,-0.526184,0.614092,-0.8568
第 310 次,2015-2019,X2,152844,-0.336859,0.544770,-0.6184
第 310 次,2015-2019,X3,45109,-0.442793,0.554260,-0.7989
第 310 次,2020-2026,X1,587048,-0.444043,0.569217,-0.7801
第 310 次,2020-2026,X2,288063,-0.306657,0.510577,-0.6006
第 310 次,2020-2026,X3,92467,-0.370618,0.514049,-0.7210
第 311 次,2015-2019,X1,300452,-0.527100,0.616667,-0.8548
第 311 次,2015-2019,X2,152845,-0.335017,0.546289,-0.6133
第 311 次,2015-2019,X3,45111,-0.444684,0.555361,-0.8007
第 311 次,2020-2026,X1,587944,-0.444308,0.570080,-0.7794
第 311 次,2020-2026,X2,287793,-0.307427,0.512105,-0.6003
第 311 次,2020-2026,X3,92411,-0.371223,0.512535,-0.7243
第 312 次,2015-2019,X1,300774,-0.524755,0.613618,-0.8552
第 312 次,2015-2019,X2,152556,-0.334420,0.546606,-0.6118
第 312 次,2015-2019,X3,45292,-0.443856,0.559477,-0.7933
第 312 次,2020-2026,X1,587988,-0.444655,0.569346,-0.7810
第 312 次,2020-2026,X2,288331,-0.305530,0.510467,-0.5985
第 312 次,2020-2026,X3,92444,-0.369325,0.510991,-0.7228
第 313 次,2015-2019,X1,300385,-0.524954,0.613223,-0.8561
第 313 次,2015-2019,X2,152669,-0.336181,0.546707,-0.6149
第 313 次,2015-2019,X3,45235,-0.444029,0.558092,-0.7956
第 313 次,2020-2026,X1,586836,-0.443784,0.568248,-0.7810
第 313 次,2020-2026,X2,288505,-0.305139,0.510364,-0.5979
第 313 次,2020-2026,X3,92826,-0.370184,0.510057,-0.7258
第 314 次,2015-2019,X1,300171,-0.525991,0.615575,-0.8545
第 314 次,2015-2019,X2,152664,-0.335066,0.545451,-0.6143
第 314 次,2015-2019,X3,44996,-0.444040,0.555486,-0.7994
第 314 次,2020-2026,X1,588205,-0.444641,0.570312,-0.7796
第 314 次,2020-2026,X2,288390,-0.305767,0.509768,-0.5998
第 314 次,2020-2026,X3,92170,-0.369232,0.509051,-0.7253
第 315 次,2015-2019,X1,299898,-0.523973,0.613357,-0.8543
第 315 次,2015-2019,X2,153024,-0.336743,0.546535,-0.6161
第 315 次,2015-2019,X3,45349,-0.440958,0.556142,-0.7929
第 315 次,2020-2026,X1,588596,-0.444218,0.570307,-0.7789
第 315 次,2020-2026,X2,288540,-0.307205,0.511094,-0.6011
第 315 次,2020-2026,X3,92508,-0.370829,0.513259,-0.7225
第 316 次,2015-2019,X1,300378,-0.526543,0.614784,-0.8565
第 316 次,2015-2019,X2,152627,-0.338766,0.548321,-0.6178
第 316 次,2015-2019,X3,44691,-0.441998,0.558449,-0.7915
第 316 次,2020-2026,X1,586913,-0.444434,0.569549,-0.7803
第 316 次,2020-2026,X2,288398,-0.306302,0.510677,-0.5998
第 316 次,2020-2026,X3,92832,-0.370585,0.510609,-0.7258
第 317 次,2015-2019,X1,299670,-0.526664,0.615761,-0.8553
第 317 次,2015-2019,X2,152850,-0.334573,0.545988,-0.6128
第 317 次,2015-2019,X3,45107,-0.441622,0.555143,-0.7955
第 317 次,2020-2026,X1,587210,-0.444797,0.569461,-0.7811
第 317 次,2020-2026,X2,287784,-0.306439,0.511381,-0.5992
第 317 次,2020-2026,X3,92197,-0.369518,0.510341,-0.7241
第 318 次,2015-2019,X1,300073,-0.525950,0.615377,-0.8547
第 318 次,2015-2019,X2,152759,-0.335721,0.547859,-0.6128
第 318 次,2015-2019,X3,45270,-0.443940,0.555242,-0.7995
第 318 次,2020-2026,X1,586810,-0.444661,0.569900,-0.7802
第 318 次,2020-2026,X2,288596,-0.306785,0.511133,-0.6002
第 318 次,2020-2026,X3,93113,-0.367827,0.509883,-0.7214
第 319 次,2015-2019,X1,300144,-0.524349,0.613956,-0.8540
第 319 次,2015-2019,X2,152972,-0.336958,0.547690,-0.6152
第 319 次,2015-2019,X3,44974,-0.441249,0.557913,-0.7909
第 319 次,2020-2026,X1,588395,-0.444460,0.570553,-0.7790
第 319 次,2020-2026,X2,287821,-0.308135,0.512521,-0.6012
第 319 次,2020-2026,X3,92622,-0.369856,0.512741,-0.7213
第 320 次,2015-2019,X1,300277,-0.525925,0.613983,-0.8566
第 320 次,2015-2019,X2,152311,-0.335549,0.546693,-0.6138
第 320 次,2015-2019,X3,44728,-0.442910,0.558304,-0.7933
第 320 次,2020-2026,X1,587592,-0.444769,0.569161,-0.7814
第 320 次,2020-2026,X2,288698,-0.306464,0.512281,-0.5982
第 320 次,2020-2026,X3,92403,-0.369832,0.513682,-0.7200
第 321 次,2015-2019,X1,300632,-0.526483,0.612973,-0.8589
第 321 次,2015-2019,X2,152741,-0.336813,0.546180,-0.6167
第 321 次,2015-2019,X3,44976,-0.443410,0.557452,-0.7954
第 321 次,2020-2026,X1,587765,-0.444766,0.569662,-0.7808
第 321 次,2020-2026,X2,288651,-0.306406,0.512195,-0.5982
第 321 次,2020-2026,X3,92089,-0.366798,0.509068,-0.7205
第 322 次,2015-2019,X1,299935,-0.525670,0.614333,-0.8557
第 322 次,2015-2019,X2,152608,-0.334700,0.547287,-0.6116
第 322 次,2015-2019,X3,45275,-0.444223,0.559522,-0.7939
第 322 次,2020-2026,X1,587764,-0.444259,0.569472,-0.7801
第 322 次,2020-2026,X2,287403,-0.306706,0.512036,-0.5990
第 322 次,2020-2026,X3,92416,-0.369483,0.511987,-0.7217
第 323 次,2015-2019,X1,300096,-0.526515,0.615626,-0.8553
第 323 次,2015-2019,X2,152901,-0.335783,0.545943,-0.6151
第 323 次,2015-2019,X3,45444,-0.435467,0.550001,-0.7918
第 323 次,2020-2026,X1,586980,-0.444507,0.569845,-0.7800
第 323 次,2020-2026,X2,288506,-0.307001,0.511929,-0.5997
第 323 次,2020-2026,X3,92840,-0.370102,0.513459,-0.7208
第 324 次,2015-2019,X1,300805,-0.524394,0.613895,-0.8542
第 324 次,2015-2019,X2,153010,-0.335629,0.546546,-0.6141
第 324 次,2015-2019,X3,45232,-0.443163,0.561103,-0.7898
第 324 次,2020-2026,X1,589118,-0.445922,0.570490,-0.7816
第 324 次,2020-2026,X2,287934,-0.304733,0.509359,-0.5983
第 324 次,2020-2026,X3,92426,-0.370016,0.511476,-0.7234
第 325 次,2015-2019,X1,301439,-0.524067,0.613291,-0.8545
第 325 次,2015-2019,X2,152493,-0.334495,0.546735,-0.6118
第 325 次,2015-2019,X3,45044,-0.439282,0.556730,-0.7890
第 325 次,2020-2026,X1,586944,-0.445088,0.569903,-0.7810
第 325 次,2020-2026,X2,287834,-0.307372,0.513744,-0.5983
第 325 次,2020-2026,X3,92772,-0.369833,0.511046,-0.7237
第 326 次,2015-2019,X1,300649,-0.527075,0.615178,-0.8568
第 326 次,2015-2019,X2,152917,-0.337414,0.545976,-0.6180
第 326 次,2015-2019,X3,45106,-0.440716,0.558042,-0.7898
第 326 次,2020-2026,X1,588528,-0.443661,0.568940,-0.7798
第 326 次,2020-2026,X2,288742,-0.304628,0.510202,-0.5971
第 326 次,2020-2026,X3,92718,-0.371600,0.512753,-0.7247
第 327 次,2015-2019,X1,300350,-0.525545,0.614555,-0.8552
第 327 次,2015-2019,X2,152241,-0.335844,0.545554,-0.6156
第 327 次,2015-2019,X3,45386,-0.442833,0.555304,-0.7975
第 327 次,2020-2026,X1,588195,-0.445243,0.570800,-0.7800
第 327 次,2020-2026,X2,288736,-0.305830,0.512465,-0.5968
第 327 次,2020-2026,X3,92711,-0.367725,0.511004,-0.7196
第 328 次,2015-2019,X1,300570,-0.527195,0.615771,-0.8562
第 328 次,2015-2019,X2,153047,-0.336125,0.547377,-0.6141
第 328 次,2015-2019,X3,45340,-0.439450,0.551603,-0.7967
第 328 次,2020-2026,X1,586725,-0.444732,0.569844,-0.7804
第 328 次,2020-2026,X2,287779,-0.306184,0.511908,-0.5981
第 328 次,2020-2026,X3,92489,-0.371396,0.513414,-0.7234
第 329 次,2015-2019,X1,300944,-0.525391,0.612444,-0.8579
第 329 次,2015-2019,X2,153207,-0.337131,0.546304,-0.6171
第 329 次,2015-2019,X3,44892,-0.441068,0.557051,-0.7918
第 329 次,2020-2026,X1,587507,-0.444623,0.569943,-0.7801
第 329 次,2020-2026,X2,287984,-0.305391,0.510331,-0.5984
第 329 次,2020-2026,X3,92454,-0.369679,0.510463,-0.7242
第 330 次,2015-2019,X1,301767,-0.525031,0.613760,-0.8554
第 330 次,2015-2019,X2,152671,-0.334434,0.545944,-0.6126
第 330 次,2015-2019,X3,45073,-0.444521,0.557843,-0.7969
第 330 次,2020-2026,X1,587322,-0.444347,0.569701,-0.7800
第 330 次,2020-2026,X2,288242,-0.306299,0.511395,-0.5989
第 330 次,2020-2026,X3,92624,-0.369152,0.511471,-0.7217
第 331 次,2015-2019,X1,300219,-0.524694,0.614059,-0.8545
第 331 次,2015-2019,X2,152765,-0.336141,0.546456,-0.6151
第 331 次,2015-2019,X3,45167,-0.443045,0.556658,-0.7959
第 331 次,2020-2026,X1,587373,-0.443434,0.568900,-0.7795
第 331 次,2020-2026,X2,288217,-0.306625,0.513374,-0.5973
第 331 次,2020-2026,X3,93038,-0.369875,0.511566,-0.7230
第 332 次,2015-2019,X1,300112,-0.526279,0.615308,-0.8553
第 332 次,2015-2019,X2,153232,-0.337445,0.545488,-0.6186
第 332 次,2015-2019,X3,45395,-0.440996,0.555203,-0.7943
